ticker,status,note
HPE,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
HPQ,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
HRL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
HSIC,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
HST,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
HSY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
HUBB,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
HWM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ICE,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
IEX,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
IFF,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
INCY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
INVH,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
IP,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
IPG,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
IQV,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
IR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
IRM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ISRG,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
IVZ,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
J,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
JBHT,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
JBL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
JCI,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
JKHY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
JNJ,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
JNPR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
JPM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
K,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
KDP,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
KEY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
KEYS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
KIM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
KMX,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
KR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
KVUE,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
L,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LEN,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LH,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LIN,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LKQ,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LNC,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LNT,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LOW,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LULU,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LW,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LYB,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
LYV,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MAA,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MAS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MCK,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MCO,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MDB,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MDLZ,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MDT,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MELI,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MHK,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MKC,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MKTX,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MLM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MNST,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MO,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MOH,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MOS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MPWR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MRK,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MRNA,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MRO,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MRVL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MSCI,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MSI,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MTB,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
MTCH,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NDAQ,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NDSN,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NI,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NOW,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NRG,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NSC,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NTAP,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NTRS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NUE,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NVR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NWS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
NWSA,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
O,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ODFL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
OMC,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ORLY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
OXY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PANW,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PARA,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PAYC,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PCG,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PDD,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PFE,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PFG,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PHM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PKG,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PNR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PNW,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PODD,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
POOL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PPG,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PPL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PTC,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PTVE,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
PWR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
QRVO,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
REG,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
RF,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
RJF,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
RL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
RMD,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ROL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ROP,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
RVTY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SBAC,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SBUX,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SCHW,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SJM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SMCI,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SNA,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SOLV,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SPGI,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SRE,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
STLD,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
STZ,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SW,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SWK,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SWKS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SYF,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
SYY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TAP,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TDY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TEAM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TEL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TER,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TFX,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TGT,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TMO,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TPR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TRMB,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TROW,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TRV,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TSCO,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TSN,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TT,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TTD,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TXT,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
TYL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
UBER,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
UDR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
UHS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
UNH,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
UNP,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
UPS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
URI,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
VICI,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
VLTO,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
VMC,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
VRSK,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
VRSN,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
VTR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
VTRS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WAB,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WAT,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WBA,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WBD,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WDAY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WELL,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WHR,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WRB,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WRK,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WST,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WTW,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
WY,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
YUM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ZBRA,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ZM,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ZS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
ZTS,UNVERIFIED_ESTIMATE,placeholder rating -- not sourced from a real rating agency; replace when a live source is available
